date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:37:35	383/383	---M-Z	200	added ('OK')	text/plain	date:Fri,%2017%20Jan%202025%2018:37:35%20GMT	https://www.largetutoring.com/robots.txt		(from )
20:37:36	143835/143835	---M-Z	200	added ('OK')	text/html	etag:W/%22f78d982901c518f392908f077d2e3137--gzip%22	https://www.largetutoring.com/	C:/Users/kndub/OneDrive/Documents/BrightStarz/www.largetutoring.com/index.html	(from )
20:37:37	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Fri,%2017%20Jan%202025%2018:37:37%20GMT	http://static1.squarespace.com/static/5ee6af80955f9b21f959d23c/t/64fcca05746ec4712755fbfb/1694288390030/Screen+Shot+2022-01-13+at+11.05.34+AM.png?format=1500w	C:/Users/kndub/OneDrive/Documents/BrightStarz/static1.squarespace.com/static/5ee6af80955f9b21f959d23c/t/64fcca05746ec4712755fbfb/1694288390030/Screen+Shot+2022-01-13+at+11.05.34+AM.026f7.delayed	(from https://www.largetutoring.com/)
20:37:39	42387/42387	---M-Z	200	added ('OK')	text/javascript	etag:%22848ddcc7a5193f9dbeb177386b6c0dda%22	http://assets.squarespace.com/@sqs/polyfiller/1.6/legacy.js	C:/Users/kndub/OneDrive/Documents/BrightStarz/assets.squarespace.com/@sqs/polyfiller/1.6/legacy.js	(from https://www.largetutoring.com/)
20:37:40	18352/18352	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2017%20Jan%202025%2018:37:39%20GMT	http://use.typekit.net/ik/AMiTdoWuZLWZEm-LTTxjtxrl31rzDHoFzFtFwz99aC9fe7XIfFHN4UJLFRbh52jhWDm8ZQZyZR635Q9uZR8KwRBc5Q9oZ2JDjU7SMkG0jAFu-WsoShFGZAsude80ZkoRdhXCHKoyjamTiY8Djhy8ZYmC-Ao1Oco8if37OcBDOcu8OfG0SaBujW48SagyjhmDjhy8ZYmC-Ao1OcFzdP37O1syScB0iYmCjPuRdhoR-fulFc4KO1FUiABkZWF3jAF8OcFzdPUyjamTiY8Djhy8ZYmC-Ao1OcFzdPUyjamTiY8Djhy8ZYmC-Ao1Oco8ifUySkolZPUCjW41ZWsuieNk-Ao1OcFzdPUCdhFydeyzSabCSaBujW48SagyjhmDjhy8ZYmC-Ao1OcFzdPUXjW4yd1sudeIljhN0jh6ldQZKjKoDSWmyScmDSeBRZPoRdhXCiaiaOcBRiA8XpWFR-emqiAUTdcS0jhNlOYiaikoyjamTiY8Djhy8ZYmC-Ao1Oco8ifUaiaS0jWw0dA9CiaiaOcUySci8iYmXda4TdcS0jhNlOYiaikoDSWmyScmDSeBRZWFR-emqiAUTdcS0jhNlOYiaikoXjW4yd1sudeIljhN0jh6ldQZKjKoDSWmyScmDSeBRZPoRdhXK2YgkdayTdAIlShNcifGHfJegMyMMeMb6MKGHfJ5gMyMMeM96MKGHfJ-gMyMMeMj6MKGHfJKgMyMMeMS6MKGHfJHgMyMMeMt6MKGHfJPgMyMMeMv6MKGHfJpgMyMMegI6MTMg34Wdr69.js	C:/Users/kndub/OneDrive/Documents/BrightStarz/use.typekit.net/ik/AMiTdoWuZLWZEm-LTTxjtxrl31rzDHoFzFtFwz99aC9fe7XIfFHN4UJLFRbh52jhWDm8ZQZyZR635Q9uZR8KwRBc5Q9oZ2JDjU7SMkG0jAFu-WsoShFGZAsude80ZkoRdhXCHKoyjamTiY8Djhy8ZYmC-Ao1Oco8if37OcBDOcu	(from https://www.largetutoring.com/)
20:37:43	117609/117609	---M-Z	200	added ('OK')	text/javascript	etag:%22fe0d53a94823df972dbf107bf190771a%22	http://assets.squarespace.com/@sqs/polyfiller/1.6/modern.js	C:/Users/kndub/OneDrive/Documents/BrightStarz/assets.squarespace.com/@sqs/polyfiller/1.6/modern.js	(from https://www.largetutoring.com/)
20:37:43	38784/38784	---M--	200	added ('OK')	image/png	etag:CPifrIyknoEDEAE=	https://images.squarespace-cdn.com/content/5ee6af80955f9b21f959d23c/6061b797-0748-4a16-913e-b5acc85eee9d/Screen+Shot+2022-01-13+at+11.05.34+AM.png?content-type=image%2Fpng	C:/Users/kndub/OneDrive/Documents/BrightStarz/images.squarespace-cdn.com/content/5ee6af80955f9b21f959d23c/6061b797-0748-4a16-913e-b5acc85eee9d/Screen+Shot+2022-01-13+at+11.05.34+AM5d45.png	(from https://www.largetutoring.com/)
20:37:43	45754/45754	---M-Z	200	added ('OK')	text/javascript	etag:%22a812db41bc046aa1bb5243bd80f3daf1%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-19afba50b41adbfb8d35-min.en-US.js	C:/Users/kndub/OneDrive/Documents/BrightStarz/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-19afba50b41adbfb8d35-min.en-US.js	(from https://www.largetutoring.com/)
20:37:46	89739/89739	---M-Z	200	added ('OK')	text/javascript	etag:%2236fd1db29f8979f4d33f72caf7c6480f%22	http://assets.squarespace.com/universal/scripts-compressed/cldr-resource-pack-457f4d444e0242501efb-min.en-US.js	C:/Users/kndub/OneDrive/Documents/BrightStarz/assets.squarespace.com/universal/scripts-compressed/cldr-resource-pack-457f4d444e0242501efb-min.en-US.js	(from https://www.largetutoring.com/)
20:37:57	245728/245728	---M-Z	200	added ('OK')	text/javascript	etag:%22e99f3bf72eaae471251ad87586359fe8%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-61293f01d648eef165fc-min.en-US.js	C:/Users/kndub/OneDrive/Documents/BrightStarz/assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-61293f01d648eef165fc-min.en-US.js	(from https://www.largetutoring.com/)
20:38:00	1196442/1196442	---M-Z	200	added ('OK')	text/javascript	etag:%2250d4789a0cb66d279781e1b02e14d541%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-moment-js-vendor-6c569122bfa66a51a056-min.en-US.js	C:/Users/kndub/OneDrive/Documents/BrightStarz/assets.squarespace.com/universal/scripts-compressed/extract-css-moment-js-vendor-6c569122bfa66a51a056-min.en-US.js	(from https://www.largetutoring.com/)
20:38:03	32460/32460	---M-Z	200	added ('OK')	text/css	etag:%22bb16377b82a24ec643fe05e6ed949350%22	http://assets.squarespace.com/universal/styles-compressed/commerce-f2e70939b77a1b74270a-min.en-US.css	C:/Users/kndub/OneDrive/Documents/BrightStarz/assets.squarespace.com/universal/styles-compressed/commerce-f2e70939b77a1b74270a-min.en-US.css	(from https://www.largetutoring.com/)
20:38:16	200988/200988	---M-Z	200	added ('OK')	text/javascript	etag:%224f0c62ef8af13ebef2d35038e848ad5b%22	http://assets.squarespace.com/universal/scripts-compressed/user-account-core-72a51c02c49aefacc004-min.en-US.js	C:/Users/kndub/OneDrive/Documents/BrightStarz/assets.squarespace.com/universal/scripts-compressed/user-account-core-72a51c02c49aefacc004-min.en-US.js	(from https://www.largetutoring.com/)
20:38:16	2356/2356	---M-Z	200	added ('OK')	text/css	etag:%22b5b71cfbb0e2e64f293988d2668ab1c6%22	http://assets.squarespace.com/universal/styles-compressed/user-account-core-b6e8cafbf34b05da5c2b-min.en-US.css	C:/Users/kndub/OneDrive/Documents/BrightStarz/assets.squarespace.com/universal/styles-compressed/user-account-core-b6e8cafbf34b05da5c2b-min.en-US.css	(from https://www.largetutoring.com/)
20:38:17	664421/664421	---M-Z	200	added ('OK')	text/javascript	etag:%2299d72c8e43c7813e838f8713a9e90636%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-3fcaaea836eadc9d2491-min.en-US.js	C:/Users/kndub/OneDrive/Documents/BrightStarz/assets.squarespace.com/universal/scripts-compressed/common-vendors-3fcaaea836eadc9d2491-min.en-US.js	(from https://www.largetutoring.com/)
20:38:19	39521/39521	---M-Z	200	added ('OK')	text/javascript	etag:%224571e030bde45cbd8f171beb6e7e85d6%22	http://assets.squarespace.com/universal/scripts-compressed/performance-e71b26781eaccf31f6f4-min.en-US.js	C:/Users/kndub/OneDrive/Documents/BrightStarz/assets.squarespace.com/universal/scripts-compressed/performance-e71b26781eaccf31f6f4-min.en-US.js	(from https://www.largetutoring.com/)
20:38:22	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2017%20Jan%202025%2018:38:20%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/kndub/OneDrive/Documents/BrightStarz/www.googletagmanager.com/gtm.115445.delayed	(from https://www.largetutoring.com/)
20:38:24	1406446/1406446	---M-Z	200	added ('OK')	text/css	date:Fri,%2017%20Jan%202025%2018:38:18%20GMT	https://static1.squarespace.com/static/versioned-site-css/5ee6af80955f9b21f959d23c/205/5c5a519771c10ba3470d8101/5ee6af81955f9b21f959d25d/1602/site.css	C:/Users/kndub/OneDrive/Documents/BrightStarz/static1.squarespace.com/static/versioned-site-css/5ee6af80955f9b21f959d23c/205/5c5a519771c10ba3470d8101/5ee6af81955f9b21f959d25d/1602/site.css	(from https://www.largetutoring.com/)
20:38:26	307604/307604	---M-Z	200	added ('OK')	text/css	date:Fri,%2017%20Jan%202025%2018:38:24%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1736880851439-V2E4UVA9NKQ0GL12K7L2/static.css	C:/Users/kndub/OneDrive/Documents/BrightStarz/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1736880851439-V2E4UVA9NKQ0GL12K7L2/static.css	(from https://www.largetutoring.com/)
20:38:27	245409/245409	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2017%20Jan%202025%2018:38:23%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Users/kndub/OneDrive/Documents/BrightStarz/connect.facebook.net/en_US/fbevents.js	(from https://www.largetutoring.com/)
20:38:29	76778/76778	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jan%202025%2018:38:27%20GMT	https://www.largetutoring.com/cart	C:/Users/kndub/OneDrive/Documents/BrightStarz/www.largetutoring.com/cart.html	(from https://www.largetutoring.com/)
20:38:34	0/0	---M--	302	error ('Found')	text/html	etag:W/%226af0d39f0586448f3e913a0bdf227350%22	https://www.largetutoring.com/services-1	C:/Users/kndub/OneDrive/Documents/BrightStarz/www.largetutoring.com/services-1.15.delayed	(from https://www.largetutoring.com/)
20:38:36	151481/151481	---M-Z	200	added ('OK')	text/html	etag:W/%226ce33ecc5f3c57630eac4118091afced%22	https://www.largetutoring.com/services	C:/Users/kndub/OneDrive/Documents/BrightStarz/www.largetutoring.com/services.html	(from https://www.largetutoring.com/)
20:38:38	132482/132482	---MCZ	200	added ('OK')	text/html	etag:W/%22e7ac1a8345bb5be4471b3ffa5291ea56--gzip%22	https://www.largetutoring.com/in-person-tutoring	C:/Users/kndub/OneDrive/Documents/BrightStarz/www.largetutoring.com/in-person-tutoring.html	(from https://www.largetutoring.com/)
20:38:40	142975/142975	---MCZ	200	added ('OK')	text/html	etag:W/%22979436902549690f807b3b0ef7a41444--gzip%22	https://www.largetutoring.com/online-tutoring	C:/Users/kndub/OneDrive/Documents/BrightStarz/www.largetutoring.com/online-tutoring.html	(from https://www.largetutoring.com/)
20:38:41	142825/142825	---M-Z	200	added ('OK')	text/html	etag:W/%229821d77a407773bd280ecbd42349093c--gzip%22	https://www.largetutoring.com/about	C:/Users/kndub/OneDrive/Documents/BrightStarz/www.largetutoring.com/about.html	(from https://www.largetutoring.com/)
20:38:42	102452/102452	---M-Z	200	added ('OK')	text/html	etag:W/%2246055ad6f78b7702bd2fa7beba380e91--gzip%22	https://www.largetutoring.com/testimonials	C:/Users/kndub/OneDrive/Documents/BrightStarz/www.largetutoring.com/testimonials.html	(from https://www.largetutoring.com/)
20:38:45	142772/142772	---MCZ	200	added ('OK')	text/html	etag:W/%22179906290efe4d84238b2e75ee231d3b--gzip%22	https://www.largetutoring.com/blog	C:/Users/kndub/OneDrive/Documents/BrightStarz/www.largetutoring.com/blog.html	(from https://www.largetutoring.com/)
20:38:47	115269/115269	---MCZ	200	added ('OK')	text/html	etag:W/%2233de0b1aa83f6f355c4e35196f9ae677--gzip%22	https://www.largetutoring.com/newsletter	C:/Users/kndub/OneDrive/Documents/BrightStarz/www.largetutoring.com/newsletter.html	(from https://www.largetutoring.com/)
20:38:48	142190/142190	---M-Z	200	added ('OK')	text/html	etag:W/%22cf1ff043d04c6bd186cb0015b95ca2fa%22	https://www.largetutoring.com/contact	C:/Users/kndub/OneDrive/Documents/BrightStarz/www.largetutoring.com/contact.html	(from https://www.largetutoring.com/)
20:38:54	38784/38784	---M--	200	added ('OK')	image/png	etag:CPifrIyknoEDEAE=	http://images.squarespace-cdn.com/content/v1/5ee6af80955f9b21f959d23c/6061b797-0748-4a16-913e-b5acc85eee9d/Screen+Shot+2022-01-13+at+11.05.34+AM.png?format=1500w	C:/Users/kndub/OneDrive/Documents/BrightStarz/images.squarespace-cdn.com/content/v1/5ee6af80955f9b21f959d23c/6061b797-0748-4a16-913e-b5acc85eee9d/Screen+Shot+2022-01-13+at+11.05.34+AM26f7.png	(from https://www.largetutoring.com/)
20:39:02	1568577/1568577	---M-Z	200	added ('OK')	text/javascript	etag:%22fa52682e1502b71abfc04b467b8947cd%22	http://assets.squarespace.com/universal/scripts-compressed/common-c6b7eac49cc4592b0454-min.en-US.js	C:/Users/kndub/OneDrive/Documents/BrightStarz/assets.squarespace.com/universal/scripts-compressed/common-c6b7eac49cc4592b0454-min.en-US.js	(from https://www.largetutoring.com/)
20:39:09	136953/136953	---M--	200	added ('OK')	image/jpeg	etag:CMD9t/zH2usCEAE=	https://images.squarespace-cdn.com/content/v1/5ee6af80955f9b21f959d23c/1599602563579-PUWWK2HG0C0HCQPCHNOS/iStock-700789528_v02.jpg	C:/Users/kndub/OneDrive/Documents/BrightStarz/images.squarespace-cdn.com/content/v1/5ee6af80955f9b21f959d23c/1599602563579-PUWWK2HG0C0HCQPCHNOS/iStock-700789528_v02.jpg	(from https://www.largetutoring.com/)
20:39:19	2145731/2145731	---M-Z	200	added ('OK')	text/javascript	etag:%22943f3ae2501ac58a148039cd1f6b1383%22	http://assets.squarespace.com/universal/scripts-compressed/commerce-29f87c5605167d27b7dc-min.en-US.js	C:/Users/kndub/OneDrive/Documents/BrightStarz/assets.squarespace.com/universal/scripts-compressed/commerce-29f87c5605167d27b7dc-min.en-US.js	(from https://www.largetutoring.com/)
20:39:21	90837/90837	---M-Z	200	added ('OK')	text/html	etag:W/%22d992aa5b658424d7096501fadabcec17%22	https://www.largetutoring.com/covid19	C:/Users/kndub/OneDrive/Documents/BrightStarz/www.largetutoring.com/covid19.html	(from https://www.largetutoring.com/)
20:39:21	454013/454013	---M--	200	added ('OK')	image/jpeg	etag:CNyD/b7Wy+sCEAE=	https://images.squarespace-cdn.com/content/v1/5ee6af80955f9b21f959d23c/1599091078785-DMFVHFNBROCF8J11CQ4M/fatigued-1822678.jpg	C:/Users/kndub/OneDrive/Documents/BrightStarz/images.squarespace-cdn.com/content/v1/5ee6af80955f9b21f959d23c/1599091078785-DMFVHFNBROCF8J11CQ4M/fatigued-1822678.jpg	(from https://www.largetutoring.com/)
20:39:22	472992/472992	---M--	200	added ('OK')	image/jpeg	etag:CLOKndbG2usCEAE=	https://images.squarespace-cdn.com/content/v1/5ee6af80955f9b21f959d23c/1599602223457-OQ8GRW87WOL0K36EYMY7/iStock-976322622.jpg	C:/Users/kndub/OneDrive/Documents/BrightStarz/images.squarespace-cdn.com/content/v1/5ee6af80955f9b21f959d23c/1599602223457-OQ8GRW87WOL0K36EYMY7/iStock-976322622.jpg	(from https://www.largetutoring.com/)
20:39:23	110230/110230	---MCZ	200	added ('OK')	text/html	etag:W/%2252d1dff2da9d396429d719f89359f858--gzip%22	https://www.largetutoring.com/blog/5-things-taylor-swift-can-teach-us-about-success-e77rx	C:/Users/kndub/OneDrive/Documents/BrightStarz/www.largetutoring.com/blog/5-things-taylor-swift-can-teach-us-about-success-e77rx.html	(from https://www.largetutoring.com/)
20:39:24	99587/99587	---MCZ	200	added ('OK')	text/html	etag:W/%225a7d0b8621bd957752f6c703e1d3fe73--gzip%22	https://www.largetutoring.com/blog/5-things-taylor-swift-can-teach-us-about-success	C:/Users/kndub/OneDrive/Documents/BrightStarz/www.largetutoring.com/blog/5-things-taylor-swift-can-teach-us-about-success.html	(from https://www.largetutoring.com/)
20:39:25	118959/118959	---MCZ	200	added ('OK')	text/html	etag:W/%22d62117e42833df321cb782b302087c15--gzip%22	https://www.largetutoring.com/blog/track-your-study-hours-like-a-pro-8-week-study-tracker-sheet-g9y3j	C:/Users/kndub/OneDrive/Documents/BrightStarz/www.largetutoring.com/blog/track-your-study-hours-like-a-pro-8-week-study-tracker-sheet-g9y3j.html	(from https://www.largetutoring.com/)
20:39:26	6079/6079	---M--	200	added ('OK')	image/png	etag:CNbz5siYy+sCEAE=	C:\Users\kndub\OneDrive\Documents\BrightStarz\photos\brightstarz_logo-removebg-preview.png	C:/Users/kndub/OneDrive/Documents/BrightStarz/images.squarespace-cdn.com/content/v1/5ee6af80955f9b21f959d23c/1592427302714-X8XOL3FK00CI70I026LY/LT_Apple_WHITE_RGB.png	(from https://www.largetutoring.com/)
20:39:27	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Fri,%2017%20Jan%202025%2018:39:27%20GMT	https://static1.squarespace.com/static/5ee6af80955f9b21f959d23c/t/5ee92e744a75271dedaec669/1592340084856/logo-footer-2-01.png	C:/Users/kndub/OneDrive/Documents/BrightStarz/static1.squarespace.com/static/5ee6af80955f9b21f959d23c/t/5ee92e744a75271dedaec669/1592340084856/logo-footer-2-01.28.delayed	(from https://www.largetutoring.com/)
20:39:27	20401/20401	---M--	200	added ('OK')	image/png	etag:CJfwhr312O0CEAE=	https://images.squarespace-cdn.com/content/5ee6af80955f9b21f959d23c/1592340084854-X8T3MR0HJ9LVM4NI1UXO/logo-footer-2-01.png?content-type=image%2Fpng	C:/Users/kndub/OneDrive/Documents/BrightStarz/images.squarespace-cdn.com/content/5ee6af80955f9b21f959d23c/1592340084854-X8T3MR0HJ9LVM4NI1UXO/logo-footer-2-015d45.png	(from https://www.largetutoring.com/)
20:39:28	87863/87863	---MCZ	200	added ('OK')	text/html	etag:W/%226fd84153eb6710ffa3ac7acf478e1771--gzip%22	https://www.largetutoring.com/careers	C:/Users/kndub/OneDrive/Documents/BrightStarz/www.largetutoring.com/careers.html	(from https://www.largetutoring.com/)
20:39:31	90564/90564	---M-Z	200	added ('OK')	text/html	etag:W/%2247dc90a516d3876844b7cc9a59d292aa%22	https://www.largetutoring.com/faqs	C:/Users/kndub/OneDrive/Documents/BrightStarz/www.largetutoring.com/faqs.html	(from https://www.largetutoring.com/)
20:39:31	176/176	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	C:/Users/kndub/OneDrive/Documents/BrightStarz/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from http://assets.squarespace.com/universal/styles-compressed/commerce-f2e70939b77a1b74270a-min.en-US.css)
20:39:32	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	C:/Users/kndub/OneDrive/Documents/BrightStarz/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/5ee6af80955f9b21f959d23c/205/5c5a519771c10ba3470d8101/5ee6af81955f9b21f959d25d/1602/site.css)
20:39:32	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/Users/kndub/OneDrive/Documents/BrightStarz/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5ee6af80955f9b21f959d23c/205/5c5a519771c10ba3470d8101/5ee6af81955f9b21f959d25d/1602/site.css)
20:39:33	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/Users/kndub/OneDrive/Documents/BrightStarz/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/versioned-site-css/5ee6af80955f9b21f959d23c/205/5c5a519771c10ba3470d8101/5ee6af81955f9b21f959d25d/1602/site.css)
20:39:33	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/Users/kndub/OneDrive/Documents/BrightStarz/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5ee6af80955f9b21f959d23c/205/5c5a519771c10ba3470d8101/5ee6af81955f9b21f959d25d/1602/site.css)
